Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes
Navigator,0x0106,Active Rectifier DC Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set. Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,
Railblazer,0x0106,Active Rectifier DC Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set. Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,
Navigator,0x0108,Active Rectifier Motor Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x0108,Active Rectifier Motor Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
AMT,0x0108,Active Rectifier Motor Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,0.0,0.0,,
AMT,0x0109,ACR Board Temperature 1,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
Navigator,0x0109,ACR Board Temperature 1,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x0109,ACR Board Temperature 1,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
AMT,0x010A,ACR Board Temperature 2,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
Navigator,0x010A,ACR Board Temperature 2,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x010A,ACR Board Temperature 2,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Navigator,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
AMT,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
AMT,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
Navigator,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
AMT,0x010F,ACR Generator AC RMS Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
Navigator,0x010F,ACR Generator AC RMS Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
Railblazer,0x010F,ACR Generator AC RMS Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",,,,Log when applicable alarm code is set,
AMT,0x0116,DCDC 48V Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,Voltage (V),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,0.0,0.0,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.
Railblazer,0x0116,DCDC 48V Voltage,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.
Navigator,0x0116,DCDC 48V Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.
Railblazer,0x0117,DCDC 48V Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI. Event Log only when applicable alarm code is set. ,
Navigator,0x0117,DCDC 48V Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI. Event Log only when applicable alarm code is set. ,
AMT,0x0117,DCDC 48V Current,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,0.0,0.0,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI.
AMT,0x0118,DCDC 12V Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,Voltage (V),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",False,0.0,0.0,,
Navigator,0x0118,DCDC 12V Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,
Railblazer,0x0118,DCDC 12V Voltage,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,
AMT,0x0119,DCDC 12V Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,Currents (A),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",False,0.0,0.0,,
Navigator,0x0119,DCDC 12V Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,
Railblazer,0x0119,DCDC 12V Current,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,
AMT,0x0120,Battery Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"17, 20, 61, 159, 265, 522",False,0.0,1.0,Event log whenever BATTERYSTATE<0xA054> changes. ,
Navigator,0x0120,Battery Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"61, 159, 265",True,,,Log when applicable alarm code is set OR Log whenever BATTERYSTATE (0xA054) changes. ,
Railblazer,0x0120,Battery Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,"763, 61, 159, 265, 522",True,,,Log when applicable alarm code is set OR whenever BATTERYSTATE<0xA054> changes. ,"P.Carr 21st July 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763. "
AMT,0x0121,DCDC Operation State,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",True,0.0,0.0,,
Railblazer,0x0121,DCDC Operation State,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",,,,,"P.Carr 21st July 23: since RB does not support alarm code 520, removed alarm code 520 from event log alarms list"
Navigator,0x012D,Engine RPM,Graph and Table,True,0.0,0.0,Engine = MECHANICAL,Technician,,"7, 33, 48",,,,,
DEET,0x012F,System Operating Mode,Table Only,True,0.0,0.0,,User,,217:24; 13:26; 13:32;,,,,,
Railblazer,0x012F,System Operating Mode,Table Only,TRUE,0.0,0.0,No Dependency,User,,"21, 22, 23, 24, 26, 32",,,,,
Navigator,0x012F,System Operating Mode,Table Only,True,0.0,0.0,No Dependency,User,,"21, 22, 23, 24, 26, 32",,,,,
Railblazer,0x0130,System Control Constraint State,Table Only,TRUE,0.0,0.0,No Dependency,Engineering,,"21, 22, 23, 24, 26, 32",,,,Log Enumeration only - not descriptor,
Navigator,0x0130,System Control Constraint State,Table Only,True,0.0,0.0,No Dependency,Engineering,,"21, 22, 23, 24, 26, 32",,,,Log Enumeration only - not descriptor,
AMT,0x0130,System Control Constraint State,Table Only,True,0.0,0.0,No Dependency,Technician,,"21, 22, 23, 24, 26, 32",False,0.0,0.0,,
AMT,0x0131,Defrost Controlling Sensor - Zone 1,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,0.0,0.0,,
Navigator,0x0131,Defrost Controlling Sensor,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,,,Event log whenever state changes,
Railblazer,0x0131,Defrost Controlling Sensor,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,,,Event log whenever state changes,
AMT,0x0132,Defrost Termination Method - Zone 1,Table Only,False,1.0,0.0,No Dependency,Technician,,,False,0.0,0.0,Event log after defrost completion (defrost complete when DefrostFraction<0x0154> = 1 ),
